game,model,experiment,episode,metric,value
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_4,Success,1.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_4,Main Score,37.03703703703704
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_2,Aborted,0.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_2,Request Count,59.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_2,Parsed Request Count,54.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_2,Violated Request Count,5.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_2,Request Success Ratio,0.9152542372881356
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_2,Lose,0.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_2,Success,1.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_2,Main Score,49.074074074074076
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_1,Aborted,0.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_1,Request Count,58.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_1,Parsed Request Count,54.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_1,Violated Request Count,4.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_1,Request Success Ratio,0.9310344827586207
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_1,Lose,1.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_1,Success,0.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_1,Main Score,33.333333333333336
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_3,Aborted,0.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_3,Request Count,60.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_3,Parsed Request Count,54.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_3,Violated Request Count,6.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_3,Request Success Ratio,0.9
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_3,Lose,1.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_3,Success,0.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_3,Main Score,49.074074074074076
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_0,Aborted,0.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_0,Request Count,194.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_0,Parsed Request Count,170.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_0,Violated Request Count,24.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_0,Request Success Ratio,0.8762886597938144
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_0,Lose,0.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_0,Success,1.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_0,Main Score,44.411764705882355
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_5,Aborted,0.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_5,Request Count,196.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_5,Parsed Request Count,170.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_5,Violated Request Count,26.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_5,Request Success Ratio,0.8673469387755102
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_5,Lose,0.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_5,Success,1.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_5,Main Score,43.23529411764706
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_4,Aborted,0.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_4,Request Count,190.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_4,Parsed Request Count,170.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_4,Violated Request Count,20.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_4,Request Success Ratio,0.8947368421052632
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_4,Lose,0.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_4,Success,1.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_4,Main Score,39.705882352941174
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_2,Aborted,0.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_2,Request Count,195.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_2,Parsed Request Count,170.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_2,Violated Request Count,25.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_2,Request Success Ratio,0.8717948717948718
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_2,Lose,1.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_2,Success,0.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_2,Main Score,37.64705882352941
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_1,Aborted,0.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_1,Request Count,187.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_1,Parsed Request Count,170.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_1,Violated Request Count,17.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_1,Request Success Ratio,0.9090909090909091
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_1,Lose,0.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_1,Success,1.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_1,Main Score,44.411764705882355
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_3,Aborted,0.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_3,Request Count,189.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_3,Parsed Request Count,170.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_3,Violated Request Count,19.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_3,Request Success Ratio,0.8994708994708994
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_3,Lose,0.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_3,Success,1.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_3,Main Score,42.35294117647059
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_0,Aborted,0.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_0,Request Count,58.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_0,Parsed Request Count,54.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_0,Violated Request Count,4.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_0,Request Success Ratio,0.9310344827586207
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_0,Lose,0.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_0,Success,1.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_0,Main Score,43.51851851851852
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_5,Aborted,0.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_5,Request Count,57.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_5,Parsed Request Count,54.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_5,Violated Request Count,3.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_5,Request Success Ratio,0.9473684210526315
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_5,Lose,0.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_5,Success,1.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_5,Main Score,34.25925925925926
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_4,Aborted,0.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_4,Request Count,55.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_4,Parsed Request Count,54.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_4,Violated Request Count,1.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_4,Request Success Ratio,0.9818181818181818
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_4,Lose,0.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_4,Success,1.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_4,Main Score,37.96296296296296
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_2,Aborted,0.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_2,Request Count,54.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_2,Parsed Request Count,54.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_2,Violated Request Count,0.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_2,Request Success Ratio,1.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_2,Lose,0.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_2,Success,1.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_2,Main Score,39.81481481481482
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_1,Aborted,0.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_1,Request Count,56.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_1,Parsed Request Count,54.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_1,Violated Request Count,2.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_1,Request Success Ratio,0.9642857142857143
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_1,Lose,0.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_1,Success,1.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_1,Main Score,38.888888888888886
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_3,Aborted,0.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_3,Request Count,57.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_3,Parsed Request Count,54.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_3,Violated Request Count,3.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_3,Request Success Ratio,0.9473684210526315
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_3,Lose,0.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_3,Success,1.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_3,Main Score,55.55555555555556
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_0,Aborted,0.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_0,Request Count,60.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_0,Parsed Request Count,54.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_0,Violated Request Count,6.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_0,Request Success Ratio,0.9
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_0,Lose,0.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_0,Success,1.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_0,Main Score,43.51851851851852
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_5,Aborted,0.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_5,Request Count,60.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_5,Parsed Request Count,54.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_5,Violated Request Count,6.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_5,Request Success Ratio,0.9
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_5,Lose,0.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_5,Success,1.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_5,Main Score,37.03703703703704
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_4,Aborted,0.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_4,Request Count,60.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_4,Parsed Request Count,54.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_4,Violated Request Count,6.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_4,Request Success Ratio,0.9
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_4,Lose,1.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_4,Success,0.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_4,Main Score,37.96296296296296
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_2,Aborted,0.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_2,Request Count,58.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_2,Parsed Request Count,54.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_2,Violated Request Count,4.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_2,Request Success Ratio,0.9310344827586207
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_2,Lose,1.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_2,Success,0.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_2,Main Score,36.111111111111114
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_1,Aborted,0.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_1,Request Count,57.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_1,Parsed Request Count,54.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_1,Violated Request Count,3.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_1,Request Success Ratio,0.9473684210526315
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_1,Lose,1.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_1,Success,0.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_1,Main Score,40.74074074074074
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_3,Aborted,0.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_3,Request Count,62.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_3,Parsed Request Count,54.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_3,Violated Request Count,8.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_3,Request Success Ratio,0.8709677419354839
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_3,Lose,1.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_3,Success,0.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_3,Main Score,39.81481481481482
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,0_full_game,episode_0,Aborted,0.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,0_full_game,episode_0,Request Count,258.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,0_full_game,episode_0,Parsed Request Count,230.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,0_full_game,episode_0,Violated Request Count,28.0
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,0_full_game,episode_0,Request Success Ratio,0.8914728682170543
