game,model,metric,mean,std,var,median,max,min,skew
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,Request Count,86.91666666666667,70.10918643515178,4915.29802259887,61.0,302.0,7.0,1.5453548824831098
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,Request Success Ratio,0.8593808180547166,0.0844500608680351,0.007131812780614833,0.8578643578643579,0.9818181818181818,0.5,-1.308422848393547
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,Success,0.35,0.4809947319913076,0.23135593220338982,0.0,1.0,0.0,0.6452146082793596
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,Violated Request Count,13.9,16.11368509862431,259.6508474576271,8.5,72.0,1.0,1.8143297725932714
wizardsapprentice,Mixtral-8x7B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,Aborted,1.0,0.0,0.0,1.0,1.0,1.0,0.0
wizardsapprentice,Mixtral-8x7B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,Lose,0.5666666666666667,0.4997174342809082,0.2497175141242938,1.0,1.0,0.0,-0.27601805544615604
wizardsapprentice,Mixtral-8x7B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,Main Score,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wizardsapprentice,Mixtral-8x7B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,Parsed Request Count,4.783333333333333,3.2473805175847033,10.545480225988696,3.0,15.0,1.0,1.7490140897921174
wizardsapprentice,Mixtral-8x7B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,Played,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wizardsapprentice,Mixtral-8x7B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,Request Count,11.366666666666667,6.008374569860923,36.100564971751425,9.0,36.0,2.0,1.8501642484992604
wizardsapprentice,Mixtral-8x7B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,Request Success Ratio,0.41269923931615243,0.12522095443283793,0.015680287429070874,0.38421052631578945,0.8,0.1428571428571428,1.1167732065808205
wizardsapprentice,Mixtral-8x7B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wizardsapprentice,Mixtral-8x7B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,Violated Request Count,6.583333333333333,3.1423389036370235,9.87429378531073,6.0,21.0,1.0,1.623805004478891
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,Aborted,0.1,0.30253169045376643,0.09152542372881356,0.0,1.0,0.0,2.735535591842485
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,Lose,0.3,0.4621247905424446,0.2135593220338983,0.0,1.0,0.0,0.8954142082760007
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,Main Score,35.934135328849734,13.165319683664437,173.32564237308227,38.888888888888886,55.55555555555556,0.0,-1.936238181914171
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,Parsed Request Count,97.15,76.93973538657337,5919.722881355932,54.0,230.0,3.0,0.939327229407507
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,Played,0.9,0.30253169045376643,0.09152542372881356,1.0,1.0,0.0,-2.7355355918424866
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,Request Count,107.16666666666667,86.961352543289,7562.276836158195,58.5,266.0,4.0,0.9390423391576073
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,Request Success Ratio,0.9180152980348768,0.04365164557527293,0.0019054661614292447,0.9157944493213586,1.0,0.75,-0.8351912622251795
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,Success,0.6166666666666667,0.4903014177279,0.24039548022598867,1.0,1.0,0.0,-0.49230799997152874
wizardsapprentice,Qwen2-72B-Instruct-t0.0--custom-t0.0--custom-t0.0,Violated Request Count,10.016666666666667,10.524373110952077,110.76242937853108,4.5,36.0,0.0,1.0477437992622531
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,Aborted,0.48333333333333334,0.5039392842990978,0.2539548022598869,0.0,1.0,0.0,0.06842641503658475
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,Lose,0.4666666666666667,0.5030977485864634,0.2531073446327683,0.0,1.0,0.0,0.13708174491964897
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,Main Score,19.916935050993022,19.801088484133366,392.08310515647895,29.166666666666664,48.14814814814815,0.0,0.042773373983645696
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,Parsed Request Count,65.45,51.13306834100709,2614.5906779661013,54.0,230.0,3.0,1.8212336037007006
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,Played,0.5166666666666667,0.5039392842990978,0.2539548022598869,1.0,1.0,0.0,-0.06842641503658524
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,Request Count,86.25,75.2418980378551,5661.343220338983,63.5,343.0,4.0,1.9251237858937087
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,Request Success Ratio,0.799367076716928,0.09948398088851235,0.009897062453425889,0.7770186335403727,1.0,0.6216216216216216,0.28743084160523164
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,Success,0.26666666666666666,0.4459484908564834,0.1988700564971751,0.0,1.0,0.0,1.0825434564482423
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,Violated Request Count,20.8,25.174509572251647,633.7559322033899,11.5,113.0,0.0,1.9236930465059974
wizardsapprentice,gemma-2-27b-it-t0.0--custom-t0.0--custom-t0.0,Aborted,0.15,0.36008473579027556,0.12966101694915255,0.0,1.0,0.0,2.0110209044135736
wizardsapprentice,gemma-2-27b-it-t0.0--custom-t0.0--custom-t0.0,Lose,0.38333333333333336,0.4903014177279,0.2403954802259887,0.0,1.0,0.0,0.49230799997152874
wizardsapprentice,gemma-2-27b-it-t0.0--custom-t0.0--custom-t0.0,Main Score,34.05235073095261,15.949966704238264,254.4014378663092,39.35185185185185,57.407407407407405,0.0,-1.29301269285022
wizardsapprentice,gemma-2-27b-it-t0.0--custom-t0.0--custom-t0.0,Parsed Request Count,90.48333333333333,72.79958364256676,5299.779378531073,54.0,230.0,6.0,1.06583423895647
wizardsapprentice,gemma-2-27b-it-t0.0--custom-t0.0--custom-t0.0,Played,0.85,0.3600847357902755,0.12966101694915252,1.0,1.0,0.0,-2.0110209044135736
wizardsapprentice,gemma-2-27b-it-t0.0--custom-t0.0--custom-t0.0,Request Count,108.76666666666667,91.8765506806375,8441.30056497175,63.5,291.0,7.0,1.0498027892044413
wizardsapprentice,gemma-2-27b-it-t0.0--custom-t0.0--custom-t0.0,Request Success Ratio,0.8614470258941833,0.05965401419704609,0.0035586014098213767,0.8446691176470589,0.9818181818181818,0.7391304347826086,0.2797985575999127
wizardsapprentice,gemma-2-27b-it-t0.0--custom-t0.0--custom-t0.0,Success,0.5333333333333333,0.5030977485864634,0.25310734463276835,1.0,1.0,0.0,-0.13708174491964895
wizardsapprentice,gemma-2-27b-it-t0.0--custom-t0.0--custom-t0.0,Violated Request Count,18.283333333333335,19.71241686174157,388.5793785310734,9.5,61.0,1.0,1.0353477753846383
